Subj,List,Cond,Rating
Subj71,List3,RE,1
Subj71,List3,CF,-2
Subj71,List3,NCF,1
Subj71,List3,NCF,1
Subj71,List3,CF,-3
Subj71,List3,NCF,1
Subj71,List3,IS,1
Subj71,List3,CF,-3
Subj72,List3,NCF,3
Subj72,List3,CF,-3
Subj72,List3,FS,-2
Subj72,List3,NCF,-1
Subj72,List3,CF,-3
Subj72,List3,CF,-3
Subj72,List3,NCF,3
Subj72,List3,RE,-1
Subj72,List3,CF,-3
Subj72,List3,NCF,-1
Subj72,List3,NCF,-1
Subj72,List3,CF,-3
Subj72,List3,NCF,1
Subj72,List3,IS,0
Subj72,List3,CF,-3
Subj73,List3,NCF,3
Subj73,List3,CF,-3
Subj73,List3,FS,-1
Subj73,List3,NCF,3
Subj73,List3,CF,-3
Subj73,List3,CF,1
Subj73,List3,NCF,3
Subj73,List3,RE,3
Subj73,List3,CF,-3
Subj73,List3,NCF,3
Subj73,List3,NCF,2
Subj73,List3,CF,-3
Subj73,List3,NCF,3
Subj73,List3,IS,0
Subj73,List3,CF,-3
Subj74,List3,NCF,3
Subj74,List3,CF,-3
Subj74,List3,FS,-1
Subj74,List3,NCF,1
Subj74,List3,CF,-3
Subj74,List3,CF,-2
Subj74,List3,NCF,3
Subj74,List3,RE,2
Subj74,List3,CF,-3
Subj74,List3,NCF,2
Subj74,List3,NCF,3
Subj74,List3,CF,-3
Subj74,List3,NCF,2
Subj74,List3,IS,-2
Subj74,List3,CF,-2
Subj75,List3,NCF,3
Subj75,List3,CF,-3
Subj75,List3,FS,0
Subj75,List3,NCF,2
Subj75,List3,CF,-3
Subj75,List3,CF,-2
Subj75,List3,NCF,3
Subj75,List3,RE,1
Subj75,List3,CF,-3
Subj75,List3,NCF,3
Subj75,List3,NCF,3
Subj75,List3,CF,-3
Subj75,List3,NCF,2
Subj75,List3,IS,0
Subj75,List3,CF,-3
Subj76,List3,NCF,3
Subj76,List3,CF,-3
Subj76,List3,FS,3
Subj76,List3,NCF,-1
Subj76,List3,CF,3
Subj76,List3,CF,-1
Subj76,List3,NCF,3
Subj76,List3,RE,3
Subj76,List3,CF,-3
Subj76,List3,NCF,-2
Subj76,List3,NCF,-1
Subj76,List3,CF,-3
Subj76,List3,NCF,3
Subj76,List3,IS,-2
Subj76,List3,CF,-2
Subj77,List3,NCF,3
Subj77,List3,CF,-3
Subj77,List3,FS,3
Subj77,List3,NCF,3
Subj77,List3,CF,-3
Subj77,List3,CF,3
Subj77,List3,NCF,3
Subj77,List3,RE,3
Subj77,List3,CF,-3
Subj77,List3,NCF,3
Subj77,List3,NCF,3
Subj77,List3,CF,-3
Subj77,List3,NCF,3
Subj77,List3,IS,3
Subj77,List3,CF,-3
Subj78,List3,NCF,3
Subj78,List3,CF,-3
Subj78,List3,FS,-3
Subj78,List3,NCF,3
Subj78,List3,CF,-3
Subj78,List3,CF,-2
Subj78,List3,NCF,3
Subj78,List3,RE,3
Subj78,List3,CF,-3
Subj78,List3,NCF,3
Subj78,List3,NCF,3
Subj78,List3,CF,-3
Subj78,List3,NCF,3
Subj78,List3,IS,1
Subj78,List3,CF,-3
Subj79,List3,NCF,3
Subj79,List3,CF,-3
Subj79,List3,FS,0
Subj79,List3,NCF,3
Subj79,List3,CF,-3
Subj79,List3,CF,-3
Subj79,List3,NCF,-3
Subj79,List3,RE,3
Subj79,List3,CF,-3
Subj79,List3,NCF,2
Subj79,List3,NCF,2
Subj79,List3,CF,-3
Subj79,List3,NCF,0
Subj79,List3,IS,0
Subj79,List3,CF,-3
Subj80,List3,NCF,3
Subj80,List3,CF,-3
Subj80,List3,FS,3
Subj80,List3,NCF,3
Subj80,List3,CF,-3
Subj80,List3,CF,-3
Subj80,List3,NCF,3
Subj80,List3,RE,3
Subj80,List3,CF,-3
Subj80,List3,NCF,3
Subj80,List3,NCF,3
Subj80,List3,CF,-3
Subj80,List3,NCF,3
Subj80,List3,IS,3
Subj80,List3,CF,-3
Subj81,List3,NCF,3
Subj81,List3,CF,-3
Subj81,List3,FS,-1
Subj81,List3,NCF,2
Subj81,List3,CF,-3
Subj81,List3,CF,-2
Subj81,List3,NCF,3
Subj81,List3,RE,2
Subj81,List3,CF,-3
Subj81,List3,NCF,1
Subj81,List3,NCF,3
Subj81,List3,CF,-3
Subj81,List3,NCF,2
Subj81,List3,IS,0
Subj81,List3,CF,-3
Subj82,List3,NCF,-3
Subj82,List3,CF,-3
Subj82,List3,FS,3
Subj82,List3,NCF,3
Subj82,List3,CF,-3
Subj82,List3,CF,-3
Subj82,List3,NCF,3
Subj82,List3,RE,3
Subj82,List3,CF,-3
Subj82,List3,NCF,3
Subj82,List3,NCF,3
Subj82,List3,CF,-3
Subj82,List3,NCF,3
Subj82,List3,IS,3
Subj82,List3,CF,-3
Subj83,List3,NCF,-3
Subj83,List3,CF,3
Subj83,List3,FS,0
Subj83,List3,NCF,0
Subj83,List3,CF,-3
Subj83,List3,CF,-3
Subj83,List3,NCF,3
Subj83,List3,RE,0
Subj83,List3,CF,-3
Subj83,List3,NCF,0
Subj83,List3,NCF,0
Subj83,List3,CF,3
Subj83,List3,NCF,0
Subj83,List3,IS,0
Subj83,List3,CF,-3
Subj84,List3,NCF,0
Subj84,List3,CF,-3
Subj84,List3,FS,-3
Subj84,List3,NCF,-3
Subj84,List3,CF,-3
Subj84,List3,CF,-3
Subj84,List3,NCF,3
Subj84,List3,RE,-3
Subj84,List3,CF,-3
Subj84,List3,NCF,-1
Subj84,List3,NCF,-1
Subj84,List3,CF,-3
Subj84,List3,NCF,0
Subj84,List3,IS,-2
Subj84,List3,CF,-3
Subj85,List3,NCF,3
Subj85,List3,CF,-3
Subj85,List3,FS,-3
Subj85,List3,NCF,3
Subj85,List3,CF,-3
Subj85,List3,CF,-3
Subj85,List3,NCF,3
Subj85,List3,RE,1
Subj85,List3,CF,-3
Subj85,List3,NCF,2
Subj85,List3,NCF,2
Subj85,List3,CF,-3
Subj85,List3,NCF,2
Subj85,List3,IS,1
Subj85,List3,CF,-3
Subj86,List3,NCF,3
Subj86,List3,CF,-3
Subj86,List3,FS,3
Subj86,List3,NCF,-1
Subj86,List3,CF,-3
Subj86,List3,CF,-3
Subj86,List3,NCF,3
Subj86,List3,RE,3
Subj86,List3,CF,-3
Subj86,List3,NCF,3
Subj86,List3,NCF,3
Subj86,List3,CF,-3
Subj86,List3,NCF,1
Subj86,List3,IS,2
Subj86,List3,CF,-3
Subj87,List3,NCF,3
Subj87,List3,CF,-3
Subj87,List3,FS,1
Subj87,List3,NCF,1
Subj87,List3,CF,-3
Subj87,List3,CF,-2
Subj87,List3,NCF,3
Subj87,List3,RE,3
Subj87,List3,CF,-3
Subj87,List3,NCF,2
Subj87,List3,NCF,3
Subj87,List3,CF,-3
Subj87,List3,NCF,3
Subj87,List3,IS,-1
Subj87,List3,CF,-3
Subj88,List3,NCF,3
Subj88,List3,CF,-3
Subj88,List3,FS,3
Subj88,List3,NCF,3
Subj88,List3,CF,-3
Subj88,List3,CF,0
Subj88,List3,NCF,3
Subj88,List3,RE,3
Subj88,List3,CF,-3
Subj88,List3,NCF,3
Subj88,List3,NCF,3
Subj88,List3,CF,-3
Subj88,List3,NCF,3
Subj88,List3,IS,3
Subj88,List3,CF,-3
Subj89,List3,NCF,3
Subj89,List3,CF,-3
Subj89,List3,FS,-2
Subj89,List3,NCF,0
Subj89,List3,CF,-2
Subj89,List3,CF,-2
Subj89,List3,NCF,3
Subj89,List3,RE,-1
Subj89,List3,CF,-3
Subj89,List3,NCF,-1
Subj89,List3,NCF,0
Subj89,List3,CF,-3
Subj89,List3,NCF,0
Subj89,List3,IS,-1
Subj89,List3,CF,-3
Subj90,List3,NCF,0
Subj90,List3,CF,-3
Subj90,List3,FS,-3
Subj90,List3,NCF,-2
Subj90,List3,CF,-3
Subj90,List3,CF,-3
Subj90,List3,NCF,1
Subj90,List3,RE,-1
Subj90,List3,CF,-3
Subj90,List3,NCF,-1
Subj90,List3,NCF,0
Subj90,List3,CF,-3
Subj90,List3,NCF,-1
Subj90,List3,IS,1
Subj90,List3,CF,-1
Subj91,List3,NCF,3
Subj91,List3,CF,-3
Subj91,List3,FS,3
Subj91,List3,NCF,1
Subj91,List3,CF,-3
Subj91,List3,CF,2
Subj91,List3,NCF,3
Subj91,List3,RE,3
Subj91,List3,CF,-3
Subj91,List3,NCF,3
Subj91,List3,NCF,3
Subj91,List3,CF,-3
Subj91,List3,NCF,3
Subj91,List3,IS,3
Subj91,List3,CF,-3
Subj92,List3,NCF,3
Subj92,List3,CF,-3
Subj92,List3,FS,3
Subj92,List3,NCF,3
Subj92,List3,CF,-3
Subj92,List3,CF,1
Subj92,List3,NCF,3
Subj92,List3,RE,3
Subj92,List3,CF,-3
Subj92,List3,NCF,3
Subj92,List3,NCF,3
Subj92,List3,CF,-3
Subj92,List3,NCF,3
Subj92,List3,IS,3
Subj92,List3,CF,-3
Subj93,List3,NCF,3
Subj93,List3,CF,-3
Subj93,List3,FS,-1
Subj93,List3,NCF,1
Subj93,List3,CF,-2
Subj93,List3,CF,-1
Subj93,List3,NCF,3
Subj93,List3,RE,2
Subj93,List3,CF,-3
Subj93,List3,NCF,2
Subj93,List3,NCF,2
Subj93,List3,CF,-3
Subj93,List3,NCF,3
Subj93,List3,IS,2
Subj93,List3,CF,-3
Subj94,List3,NCF,3
Subj94,List3,CF,-3
Subj94,List3,FS,3
Subj94,List3,NCF,-1
Subj94,List3,CF,-3
Subj94,List3,CF,-2
Subj94,List3,NCF,3
Subj94,List3,RE,3
Subj94,List3,CF,-3
Subj94,List3,NCF,1
Subj94,List3,NCF,3
Subj94,List3,CF,-2
Subj94,List3,NCF,3
Subj94,List3,IS,1
Subj94,List3,CF,-3
Subj95,List3,NCF,3
Subj95,List3,CF,-3
Subj95,List3,FS,2
Subj95,List3,NCF,1
Subj95,List3,CF,-2
Subj95,List3,CF,-2
Subj95,List3,NCF,3
Subj95,List3,RE,3
Subj95,List3,CF,-3
Subj95,List3,NCF,-1
Subj95,List3,NCF,2
Subj95,List3,CF,-3
Subj95,List3,NCF,3
Subj95,List3,IS,-1
Subj95,List3,CF,-3
Subj96,List3,NCF,3
Subj96,List3,CF,-3
Subj96,List3,FS,0
Subj96,List3,NCF,3
Subj96,List3,CF,-3
Subj96,List3,CF,0
Subj96,List3,NCF,3
Subj96,List3,RE,3
Subj96,List3,CF,-3
Subj96,List3,NCF,0
Subj96,List3,NCF,3
Subj96,List3,CF,-3
Subj96,List3,NCF,3
Subj96,List3,IS,3
Subj96,List3,CF,-3
Subj97,List3,NCF,3
Subj97,List3,CF,-3
Subj97,List3,FS,-1
Subj97,List3,NCF,1
Subj97,List3,CF,-3
Subj97,List3,CF,-1
Subj97,List3,NCF,3
Subj97,List3,RE,1
Subj97,List3,CF,-3
Subj97,List3,NCF,2
Subj97,List3,NCF,2
Subj97,List3,CF,-3
Subj97,List3,NCF,3
Subj97,List3,IS,1
Subj97,List3,CF,-2
Subj98,List3,NCF,3
Subj98,List3,CF,-3
Subj98,List3,FS,-2
Subj98,List3,NCF,1
Subj98,List3,CF,-3
Subj98,List3,CF,-2
Subj98,List3,NCF,3
Subj98,List3,RE,2
Subj98,List3,CF,-3
Subj98,List3,NCF,0
Subj98,List3,NCF,2
Subj98,List3,CF,-3
Subj98,List3,NCF,0
Subj98,List3,IS,1
Subj98,List3,CF,-2
Subj99,List3,NCF,3
Subj99,List3,CF,-3
Subj99,List3,FS,-2
Subj99,List3,NCF,-2
Subj99,List3,CF,-3
Subj99,List3,CF,-2
Subj99,List3,NCF,3
Subj99,List3,RE,-1
Subj99,List3,CF,-3
Subj99,List3,NCF,1
Subj99,List3,NCF,1
Subj99,List3,CF,-3
Subj99,List3,NCF,1
Subj99,List3,IS,-1
Subj99,List3,CF,-3
Subj100,List3,NCF,3
Subj100,List3,CF,-3
Subj100,List3,FS,-3
Subj100,List3,NCF,-1
Subj100,List3,CF,-3
Subj100,List3,CF,-1
Subj100,List3,NCF,3
Subj100,List3,RE,0
Subj100,List3,CF,-3
Subj100,List3,NCF,3
Subj100,List3,NCF,2
Subj100,List3,CF,-3
Subj100,List3,NCF,-1
Subj100,List3,IS,-1
Subj100,List3,CF,-1
